"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"alpha[11,6]",0.00890825536983301,0.0133263170758255,1.00539999202823,-1.99686552101862,-0.66478829198899,0.00544753389311849,0.670466078067419,1.98801040121726,5691.90273700382,0.999915882645193
"alpha[11,7]",-0.0372575811984633,0.0126106958847349,1.01049712695924,-2.04024405276535,-0.721234660381418,-0.0363082026433166,0.646035551658875,1.96448521416443,6420.84315167522,0.999481756774104
"alpha[11,8]",0.00776393609763139,0.0128126958500364,1.02178030762825,-1.98686011790459,-0.686676612079616,0.00631841382169462,0.709916981025559,1.93582625171108,6359.66183085561,0.999421446999528
"alpha[11,9]",0.00774571941819497,0.0129881120909945,0.991356410370081,-1.9319393320852,-0.649446518293485,0.00837739361250779,0.668334037671524,1.91593646780158,5825.96112385572,0.999066142338517
"alpha[11,10]",-0.0164236928389306,0.012975367596627,0.991064061943582,-1.94108991643414,-0.668273780267841,-0.0016254533143745,0.62897726788235,1.94425783162765,5833.96897448354,0.999583568015579
"alpha[11,11]",0.0990339940451496,0.0148847225511789,1.01084995653851,-1.85755030893058,-0.596074006781688,0.099368362159947,0.788122347320295,2.06255210438306,4612.02768654343,0.99950682874755
"alpha[11,12]",0.0967053638274945,0.0123623165997517,0.978600453263478,-1.79314872366356,-0.568332530353527,0.0696497380779887,0.770985843583035,2.02996277684221,6266.29882818692,0.999396080655066
"alpha[11,13]",0.0664149497468253,0.0141769994152278,0.987929132185758,-1.87852758970755,-0.601555513204684,0.0736501443595646,0.723708125973446,2.027612827975,4856.04767023716,1.00008874911486
"alpha[11,14]",0.0224576794053601,0.0130393585531781,1.00994877385797,-1.99336258604788,-0.655566266109747,0.0295880103795839,0.701184416256101,2.00128006127458,5999.10187814594,0.999304680674508
"alpha[11,15]",0.0370515126831852,0.0153239954014963,1.01727935094689,-1.91573754882381,-0.657245446670436,0.038472838309912,0.696574655825027,2.03631335089757,4406.93284241472,0.999189220356026
"alpha[11,16]",0.0652646880171936,0.0136154219255659,1.03464220737258,-1.92165737176341,-0.64121748279734,0.0453129871750454,0.789651615352085,2.00737239860338,5774.55036993596,0.999324091068319
"alpha[11,17]",0.067202784235423,0.0127161299412747,1.0253926817623,-1.86401736362702,-0.669055400815528,0.0560360946730767,0.772386648447091,2.05893094105625,6502.35255078657,0.999203313414288
"alpha[11,18]",0.054659311423052,0.0140245865277105,1.01330298913307,-1.87593970497308,-0.622148366863054,0.0498515855688666,0.736132550843409,2.05315414160007,5220.33670113998,1.00068020097844
"alpha[11,19]",-0.0367080532353721,0.013149768055724,0.987948705006375,-1.92862704305422,-0.707173374033379,-0.028774127106348,0.625520806058947,1.90803814265581,5644.59267125075,0.99933308760858
"alpha[11,20]",-0.0552009346828945,0.0122440905758443,1.00859366063359,-2.04456731292668,-0.761787027327073,-0.0623110631634148,0.649693918582996,1.871552329522,6785.4616610001,0.999186093129044
"alpha[11,21]",-0.0855642810623071,0.0129608303315432,0.985395594465936,-2.04352645581642,-0.756055564152839,-0.0953626696883588,0.553556183943904,1.91360800215333,5780.36924738498,0.999812669313223
"alpha[11,22]",0.0572500497488268,0.0135890487271837,0.996299425637965,-1.91789074470284,-0.608615795165494,0.0479155734600873,0.712809257835672,1.95220128657695,5375.28688585706,0.999230627907179
"alpha[11,23]",0.0781345835030193,0.0148329385667628,1.00835538739991,-1.88917733796558,-0.601892877092025,0.0777463820804768,0.777057320583768,2.03793837274418,4621.39244354331,0.999773514326385
"alpha[11,24]",0.0623673976715633,0.0131242843243596,1.00168654701903,-1.92140367480337,-0.630365225859652,0.0640908634388789,0.774750392037406,2.019898947449,5825.22120085915,0.999484175666527
"alpha[11,25]",0.0520036724020864,0.0132042146043667,1.00750189407359,-1.91918390934572,-0.617062489167109,0.0434607364122367,0.730068592621152,2.04948344963184,5821.92483613386,0.999876933857249
"alpha[11,26]",-0.0703262529805878,0.0141022278574986,1.02252472070221,-2.03557938155178,-0.768294881713931,-0.0661842940956293,0.642123914847699,1.94715995294386,5257.41400463219,0.999694225499951
"alpha[11,27]",0.0554357566713575,0.0130464538074741,0.975723236092248,-1.91725299805963,-0.596138117282631,0.0491021402665308,0.721865843472167,1.97412608663319,5593.30282732452,0.999444572867418
"alpha[11,28]",0.00383917458498098,0.0134016529732083,0.999591517525028,-1.91642016038387,-0.678760535758222,-0.00605480940132177,0.677719964288455,2.01223312896807,5563.24758636971,0.999609412027634
"alpha[11,29]",-0.0393816480330117,0.013152291458438,0.989738962461816,-1.98380364221506,-0.716880098710111,-0.0263895893370414,0.633652565410651,1.9063172281795,5662.89469392611,0.999948849856643
"alpha[11,30]",0.145378779681438,0.0209631923958418,1.06155766210325,-1.94621653546744,-0.564996894804859,0.174126714475601,0.883212046336899,2.14556676926886,2564.32070041429,1.00109489150232
"alpha[11,31]",-0.225540143743006,0.0150759272166234,0.992500935481576,-2.20806180293762,-0.928840652570565,-0.205054139277069,0.440287008548648,1.73192364203982,4334.04868352898,0.999461362705536
"alpha[11,32]",0.0656304480177116,0.0122565502173975,0.971972863453031,-1.87078305490732,-0.602339042442309,0.0733581512804397,0.741224126480708,1.9460587725008,6288.8579058396,0.99955959879636
"alpha[11,33]",0.0607680487148767,0.015524036105524,1.03640638598323,-1.94650594994577,-0.625386531786522,0.051776310828768,0.735141998523278,2.1581048448827,4457.084546542,0.999752335320283
"alpha[11,34]",0.00108063876523008,0.0194798928026902,1.03932939663755,-2.07971843493084,-0.674881564454009,-0.00430397588383656,0.700542870774749,2.05227312802277,2846.64491204201,1.00056506973631
"alpha[11,35]",-0.0344673816677155,0.0139036997616773,0.960164202506469,-1.88620120295418,-0.656660428385283,-0.0382055374838469,0.605318659794691,1.84171591190293,4769.03224178597,0.999601854295316
"alpha[11,36]",0.0489783834093895,0.0129244444868405,0.984837990001485,-1.93454036914577,-0.638599123331672,0.0537788419259213,0.699034887574307,1.97839977179811,5806.38481662864,0.999200184360201
"alpha[11,37]",0.0616836989630656,0.0143279529445527,0.985586063146773,-1.91977047516142,-0.613778143594808,0.0800153081036543,0.739049360466339,1.95455142161674,4731.73935973387,0.999367502259327
"alpha[11,38]",0.0407657851354188,0.015840891947175,1.03332240218214,-1.93785134475842,-0.653160843645603,0.0146597024485955,0.731526458254129,2.12564137411855,4255.12601892202,0.999976845361024
"alpha[11,39]",-0.044172479150101,0.0131119459608384,0.951418872743818,-1.91265853360239,-0.677993108490081,-0.0619424535188738,0.631030003093304,1.78084095131664,5265.13150290252,0.999470972302291
"alpha[11,40]",-0.10451726742595,0.0138693204774853,1.04702235036377,-2.2105595190959,-0.784937266578928,-0.0870675420568139,0.56456818905831,1.99233795557577,5699.03780616804,0.999613661611274
"alpha[11,41]",-0.0990386661654125,0.0145967615873877,1.00052125254866,-2.05655123077306,-0.767186272281233,-0.0963838047377988,0.568055832356583,1.83547694168347,4698.28769636784,1.00045685227463
"alpha[11,42]",0.0418271218917274,0.0154841730550515,0.979017616196746,-1.89792674215778,-0.617433126865789,0.0308012512524561,0.707084001044121,1.96311038763602,3997.65194830203,0.999250437609932
"alpha[11,43]",-0.00736661573503747,0.0119218016257953,0.999277389344592,-1.9782208715761,-0.663834231064229,-0.013591313421707,0.649827431228721,1.95215523793679,7025.67958496111,1.00027939145714
"alpha[11,44]",-0.0396917449869582,0.0121617914593999,0.999836536776596,-1.99706319613094,-0.697430703600935,-0.0318501009734339,0.632262534736461,1.84522009793313,6758.69582746169,0.99950846954147
"alpha[11,45]",0.0361449553050702,0.0123637016598958,0.987403854964882,-1.84680436732347,-0.644911784925708,0.0241612664637031,0.716199420553052,1.90376293470656,6378.11878434752,0.999457011361209
"alpha[11,46]",-0.0936575978232181,0.0131598877351452,1.0121531230697,-2.05481807902401,-0.783372511990484,-0.0871240419881322,0.571195972564564,1.85518141740347,5915.4538455458,0.999580780418662
"alpha[11,47]",-0.0675531762285612,0.0131104869113717,0.992505197264126,-2.0161407063975,-0.727385717192909,-0.057228620673604,0.611030049514029,1.8778842258009,5730.96738231838,0.999368494835939
"alpha[11,48]",-0.138870105243972,0.0128104432999831,0.990048366987191,-2.05997587279629,-0.820875512415274,-0.117423736955302,0.52239851789522,1.77022363418614,5972.88985921101,0.999186708422201
"alpha[11,49]",-0.0108259111404675,0.0128831770130007,0.986167017306042,-1.9635778455268,-0.674694439260583,-0.0106291314968447,0.653872509390285,1.94759709311094,5859.42498595538,1.0001195186628
"alpha[11,50]",-0.0275170258621563,0.0136971109661149,1.01076374640918,-2.01623382814276,-0.674564971981861,-0.0312282034580866,0.636032233640579,1.94374408030896,5445.54516698475,0.999682816057096
"alpha[11,51]",-0.00885254075275935,0.0125028605053069,0.970219728335925,-1.92655623288674,-0.661815092340356,0.00623106654221503,0.640085969379546,1.82549726645288,6021.73210920375,1.00009358736461
"alpha[11,52]",0.014820914695538,0.0139051917234014,1.02256073270374,-1.91917560824918,-0.696687412324835,0.0129885441310575,0.72813898845156,2.00344734467708,5407.84531067024,0.999749402000206
"alpha[11,53]",0.000998639479597329,0.0137876052011898,1.01319044959493,-1.97639738316965,-0.679574424189219,-0.00135442721233904,0.663496697554486,2.06134574267261,5400.1335014036,0.99929115680017
"alpha[11,54]",0.00386979069378136,0.0128079819074608,0.962385422591316,-1.89515746291401,-0.645515380043291,0.0054421728409088,0.641041207936506,1.9132650807793,5645.94523529638,0.999112040949741
"alpha[11,55]",-0.0373716515778599,0.0130012683373508,0.999108538984281,-1.99479576631944,-0.717809948753287,-0.0229793147497975,0.652478229824856,1.87284897364755,5905.46224907903,0.999559244277453
"alpha[11,56]",0.0671351041417189,0.0128806961105166,1.02985965945988,-1.94728426905915,-0.642120387520725,0.0430952485590106,0.775882751906813,2.11664673763644,6392.59844964098,0.999718311160603
"alpha[11,57]",-0.159178205985184,0.0129566477178548,1.00287449566914,-2.15831393618893,-0.819873872050202,-0.162557651320216,0.511058655172544,1.83590235569186,5991.11798105659,0.999534689699989
"alpha[11,58]",-0.102243611934844,0.0138452718389626,0.996938411878518,-2.05697321548888,-0.77591242777583,-0.0941311780856093,0.559253398796633,1.9169860134304,5184.82001518007,0.999872935015266
"alpha[11,59]",-0.13665460458424,0.0129862371427577,1.00641811229526,-2.14721930281174,-0.813982970252259,-0.147838327983201,0.559304315699088,1.83452384618979,6006.0677875824,0.99912030143037
"alpha[11,60]",0.00151038161209135,0.0129257857423132,0.946347205561735,-1.88916254205808,-0.637185721236796,0.00175325068407604,0.641592817436861,1.82671514146203,5360.275388869,0.999818154940537
"alpha[11,61]",0.0178704860544549,0.0154624619940575,1.02951960008602,-1.93028363493734,-0.690269860463252,0.0384163663567259,0.685483852000921,2.00057284552507,4433.14511745583,0.999444536127229
"alpha[11,62]",-0.0813275498148711,0.0131226377813336,0.999780681019421,-2.05231367575543,-0.758075613775232,-0.0732531675371157,0.574137705883792,1.825947430824,5804.53184756838,0.999658940124372
"alpha[11,63]",0.0732984964061217,0.0132058664320789,1.01330849477109,-1.90527614561318,-0.605636868236398,0.0583582777988904,0.746108779743506,2.06155461798742,5887.7527792767,0.999995608564162
"alpha[11,64]",0.0160934490205648,0.0115303905416976,0.973311518242841,-1.92487009488304,-0.615537405324001,-0.00702367929798661,0.659452558793474,1.97412290715664,7125.50568655659,0.999599517973369
"alpha[11,65]",0.0598883115277504,0.0144800080527745,0.982593839601078,-1.8711943103299,-0.612820641130441,0.0483437093557542,0.747536942183677,1.95506848411666,4604.79676551692,0.999550223025662
"alpha[11,66]",0.0577576967916028,0.0151164106726909,1.02078541724287,-1.92344122866576,-0.630983781356354,0.0796249149743014,0.749878627957442,2.055374745596,4560.07042901596,0.999503924503493
"alpha[11,67]",-0.00943812323467275,0.0129466775555315,1.01776610589708,-1.90369472034809,-0.690348273259848,-0.0254182139990303,0.668942553208604,2.00226196018146,6179.86949492074,0.999792947119413
"alpha[11,68]",0.0556561737666529,0.0145871593176482,1.03441660695359,-2.00136353194833,-0.648078065245377,0.024382264060069,0.773893603330884,2.04953085120402,5028.62807875563,0.999486651801398
"alpha[11,69]",-0.0579956879785273,0.0125735378559809,0.981093073232998,-1.95421407096936,-0.720915480266647,-0.0474479258370529,0.621751204592465,1.82893552630377,6088.43160362183,0.999338064424096
"alpha[11,70]",0.0107898058827301,0.0127541362551566,0.975993337419703,-1.90744935384478,-0.644274425831753,0.00985103455782595,0.685176668059654,1.94337471740726,5855.87235220545,0.999215790515497
"alpha[11,71]",-0.00538981321330828,0.0124371703821644,0.973841505571847,-1.97515229033855,-0.643370867425467,-0.0158760510874024,0.639515650570396,1.9026860249802,6131.02931897097,0.999791250812026
"alpha[11,72]",0.00995553704156937,0.0140802639875124,1.00252196589245,-1.98929592952869,-0.680753001081261,-9.83753850562559e-05,0.678340192170184,1.92132732012398,5069.51251348603,0.999951171175709
"alpha[11,73]",-0.128542920373098,0.0127593511969524,0.959611356609947,-2.07700518709828,-0.7551949826593,-0.133842738757083,0.513816542780366,1.74771155941658,5656.31484265411,1.00008754799222
"alpha[11,74]",0.0335499381948053,0.013031378860821,1.02582250756675,-1.97208022165334,-0.651325292858233,0.0648267454080739,0.714519600304261,1.99553104670143,6196.7461408771,0.999655682956179
"alpha[11,75]",-0.00974376699181417,0.0123228802851615,0.995721320408198,-1.99954989973955,-0.679434259820501,-0.026755159214635,0.673609372347554,1.94895980019558,6529.06743045596,0.99954627983213
"alpha[11,76]",-0.0145825448029922,0.0121980056599263,0.974094564203022,-1.92684669456578,-0.665427551563924,-0.0148325268366639,0.612790436644656,1.95496102451624,6377.11984278152,0.999353932721847
"alpha[11,77]",-0.0593799133799222,0.0128004079766033,0.995314832142912,-2.01086745170186,-0.739323342313652,-0.0417218989296688,0.619702207850601,1.86748275151634,6046.07219045321,0.999262002825662
"alpha[11,78]",-0.215093946781319,0.0141928471153575,1.02558311003043,-2.11614010747369,-0.914642684594751,-0.227483011178422,0.474224178662087,1.7823639722105,5221.58883170193,1.00001664622457
"alpha[11,79]",0.0816655590142965,0.0180514646934812,1.05419266500925,-1.99894273585557,-0.644604063956638,0.0960480545027992,0.812859950483858,2.09213544762512,3410.47670660726,1.00153192138473
"alpha[11,80]",0.0186791204121265,0.012011445973668,0.970390906875341,-1.87336524920474,-0.626336970650322,0.0196588632151375,0.671630020890799,1.9193998183403,6526.83828197615,0.999326647529946
"alpha[11,81]",0.0700679609333435,0.0133441140247603,0.955281192791858,-1.76466571464437,-0.540481192280806,0.0579325488058732,0.706075888596063,1.98627511332998,5124.87133593558,0.999241995512723
"alpha[11,82]",0.0059833990340671,0.0125596545865411,0.980975478897076,-1.95899148505306,-0.639016214384438,-0.0148233821120487,0.672132614981125,1.93939544882019,6100.43651398243,0.999447462562716
"alpha[11,83]",0.0480430513431696,0.0118011773051967,0.958081157855925,-1.82140538970206,-0.594771930603166,0.049741119426311,0.708005137775315,1.87899184162332,6591.0396998148,0.99936078864893
"alpha[11,84]",-0.0319624878605601,0.01255052337836,0.988088559861442,-1.95700297442243,-0.711781363958524,-0.0490377070069928,0.637221098268212,1.86306531820729,6198.23542782904,0.999374265182101
"alpha[11,85]",0.0743966688362061,0.0134133190876047,0.998127481981132,-1.92225146314948,-0.573172353995144,0.0882653212538307,0.728581209996707,2.0457897237657,5537.3186317661,0.999885999176212
"alpha[11,86]",0.0676326344128798,0.0158918729898584,1.02555233529333,-1.94548420967411,-0.63837458640058,0.0643446683892528,0.736421075000305,2.12000819943308,4164.52510876818,0.999061244511908
"alpha[11,87]",-0.119703915938964,0.0135425264388246,1.00034757589273,-2.06700579296458,-0.817337709383781,-0.102843922273053,0.574200373456364,1.77633037493481,5456.35305706306,0.999942944201777
"alpha[11,88]",-0.0341420669604218,0.0133742827406761,0.941896700768095,-1.87830756530049,-0.660876680231667,0.00125546668453633,0.583764485523711,1.8853528459582,4959.81583607182,0.999393593339037
"alpha[11,89]",-0.0196580708363741,0.0136726320892305,1.00402125737069,-2.03109844006714,-0.682497131604563,-0.0364181804133298,0.648104200541924,1.97638342772078,5392.39329902884,0.999965594118348
"alpha[11,90]",0.0706031900755283,0.0151262563317875,0.988510714761171,-1.87861342503613,-0.608643176313556,0.0727602363493784,0.736842315466158,1.98796020148004,4270.70772684594,1.00014143724381
"alpha[11,91]",-0.0783449760424677,0.012230391385374,0.975308142515327,-1.97052512810663,-0.727442493472681,-0.0909453954164207,0.594042622226374,1.84136069600859,6359.20740568493,0.99930686721751
"alpha[11,92]",-0.0603845433864258,0.0137030840729251,1.02512033933295,-2.02268866089975,-0.761076311105475,-0.0702869603242814,0.638125787181377,1.96962330768209,5596.45551843574,0.999934730186554
"alpha[11,93]",-0.169193523181979,0.013148321051741,0.984487278112265,-2.09677758059509,-0.848294583835526,-0.159997770494028,0.499059091841891,1.76889603545337,5606.34238180292,0.99945346505778
"alpha[11,94]",0.0832310107517265,0.0117822802207363,0.946066411781619,-1.77078243751006,-0.556297003993605,0.0815499807086237,0.742946603784479,1.93471120551514,6447.39908222384,0.999836082887411
"alpha[11,95]",0.0106907460213296,0.0132728204916724,0.976598768941516,-1.90116791830438,-0.655281351535216,0.00957570070404238,0.695769707155747,1.93947154896493,5413.84606867314,1.00021901997735
"alpha[11,96]",0.0980466603647878,0.0127136326716074,0.945057592645756,-1.77107617082557,-0.526483144338918,0.0944217397004538,0.722757282775917,1.98128564071294,5525.57187363568,0.999298951799633
"alpha[11,97]",0.049096378470423,0.0133994494677067,0.972967081624097,-1.85646213243825,-0.601903242143692,0.0373965648669286,0.721901309516934,1.92198307370882,5272.57035658701,0.999954942204273
"alpha[11,98]",0.0578444051414952,0.01473007818442,1.02461812368297,-2.03620610157027,-0.619806476032492,0.081105343355908,0.735696972069464,2.12650026104063,4838.53584796746,1.00047270959754
"alpha[11,99]",-0.0156253656063249,0.0120924686934339,1.00654539018382,-2.02617659137679,-0.654049096197924,-0.014251797542728,0.624183564358487,2.00534558445941,6928.46113204385,0.999368319014733
"alpha[11,100]",0.0380154525849594,0.0152090178259169,1.02425009520545,-2.00006746489652,-0.625167930952974,0.0203562606849493,0.722217796681662,2.06775716865994,4535.33830684298,1.00006783389288
"alpha[11,101]",0.024695871972774,0.0129088645014132,0.982783668490782,-1.9586246817539,-0.643756046056269,0.0500811462581208,0.680872677780526,1.97551868089756,5796.15215204249,0.999188476864451
"alpha[11,102]",0.0396342935858855,0.0134371012529527,0.992906937593693,-1.8713140984614,-0.638806297969479,0.0477253799212773,0.692863784760016,1.97216971958281,5460.16681209766,0.999293282495451
"alpha[11,103]",0.0733810728012126,0.0131222299884527,0.982294927624454,-1.86536706525501,-0.604954687571278,0.0708614940155741,0.775617471312755,1.97542739872943,5603.61788142074,0.999087733760961
"alpha[11,104]",0.0522336489910738,0.0148051051137725,1.0304597399335,-1.98132898963239,-0.654012035710821,0.048701344983128,0.752162071641934,2.10899142087721,4844.38964127202,0.999902391748444
"alpha[11,105]",-0.0900647087203474,0.0135095102080876,0.991711011617385,-2.07336074063321,-0.765494274096452,-0.0923521434924334,0.595298248066953,1.80273468099128,5388.78756608967,0.999742429308992
"alpha[11,106]",0.0206162452632651,0.0130552995180727,1.01132386451435,-1.96658901604856,-0.633668126822886,0.0334908311854982,0.693678035066575,1.98316691469896,6000.76792564779,0.99920982424784
"alpha[11,107]",-0.0622745991445192,0.0134071725823018,1.01844917299336,-2.08006697071728,-0.735752253767196,-0.0727960301204011,0.642628014074844,1.84062124341589,5770.37875287171,0.999296595281634
"alpha[11,108]",-0.0295862128278891,0.0128738784282116,0.97152999793724,-1.91489021903413,-0.699146061300053,-0.0463757033955216,0.616136690942382,1.85261553917516,5694.99861014486,0.999256206812376
"alpha[11,109]",0.0282886459890997,0.01301433561276,1.0128136900639,-1.92278730402068,-0.685863609440295,0.0138149385000721,0.730139125352242,1.970634864424,6056.40796348167,1.00080638127942
"alpha[11,110]",0.0922091654257736,0.0155921375315352,1.03224349682294,-1.9139977446822,-0.58171232286533,0.065140635770808,0.784870567341037,2.1586611414097,4382.81356623262,0.999753751215098
"alpha[11,111]",-0.019956613601797,0.0119045762447414,0.985699871085971,-1.92580371198752,-0.676555937405515,0.00521635582540579,0.619082634046745,1.95251580374843,6855.85332667499,0.999469303011454
"alpha[11,112]",-0.0417022219899003,0.0144199402348852,1.00737923222165,-2.01609793050612,-0.730201290086623,-0.0442110630529846,0.646426895956974,1.90599596144569,4880.4409884397,0.999645152594982
"alpha[11,113]",-0.0487074555791584,0.0124531705122815,0.95941891092603,-1.93174156714139,-0.71670135841202,-0.0386392933434805,0.607094914517691,1.82859062982868,5935.49139609803,1.00017550940706
"alpha[11,114]",-0.0629610385797539,0.0136871207579323,0.990747215402307,-1.99134762972544,-0.751972296326065,-0.0607877752637387,0.608382284115751,1.83643967534557,5239.64089208648,0.999614077875603
"alpha[11,115]",-0.0125668777178666,0.0132657986407365,0.986362839403372,-2.00385581068438,-0.672296382595042,0.00817592963535961,0.632875316711211,1.88237321903594,5528.49094221301,0.999366450390221
"alpha[11,116]",0.0426643353128285,0.012797144221208,0.967647560762947,-1.9001259426309,-0.618719623346126,0.0577467479980904,0.715252184713226,1.89434408819872,5717.52778248713,1.00062429241933
"alpha[11,117]",0.187145383804766,0.0136285120738965,0.987960546964409,-1.74363288565177,-0.477486373014149,0.183229088971807,0.85931351653173,2.11365705839839,5255.11612467714,0.999373831648489
"alpha[11,118]",-0.0755432368560652,0.0127913353731775,0.978070063037033,-1.95650177093213,-0.727538810373228,-0.0844226244047562,0.59511765650381,1.85447454024827,5846.66433032055,0.999995182832952
"alpha[11,119]",0.0161317069070344,0.0131828535576878,0.95520178850191,-1.8462630733866,-0.624754779419725,0.0062025132337546,0.670113766707375,1.82437061939904,5250.14621385584,0.999444640384299
"alpha[11,120]",0.0624017939052682,0.0132373466575101,1.03847833515791,-1.97773465606554,-0.646087661821792,0.0773654337253434,0.744471351318811,2.1499675731261,6154.5031294586,0.999179705170656
"alpha[12,1]",-0.0294499085615277,0.0127754602865818,0.978565216168257,-1.93891117829584,-0.699421883153174,-0.0214254809139326,0.615219018375173,1.8843568978049,5867.13979555657,0.999282973782658
"alpha[12,2]",-0.1131142728535,0.0143441452803775,1.00629542876434,-2.13820389423807,-0.794145105217408,-0.109631581023469,0.567766042376749,1.80575948449132,4921.54714054451,0.999166124780791
"alpha[12,3]",0.0561692867086545,0.0122790023757676,0.974001752029486,-1.84086576993388,-0.598780757211098,0.0502834836611717,0.731313548307586,2.02835490686841,6292.06657838946,0.999356081597219
"alpha[12,4]",0.0128613884093094,0.0124081911130771,1.02194593766017,-1.93609433623726,-0.690117307111083,2.11597269487222e-05,0.682362025277991,2.02615475494149,6783.26674206187,0.999098657692951
"alpha[12,5]",0.0621322744903598,0.0126985299142655,0.992728513764451,-1.87736926828988,-0.612500452299501,0.0571937632475055,0.722308348722786,2.03928681612461,6111.58842228504,0.999332478252663
"alpha[12,6]",0.0599247283530005,0.0131825749628594,1.03757445661761,-2.03709824588904,-0.610755251579958,0.0566483469733342,0.745078539947778,2.10905039743426,6194.95340092661,0.999366093784878
"alpha[12,7]",0.00581216154479607,0.0134164177105458,0.985466537571865,-1.8909759837492,-0.662286489023364,0.0218604420515313,0.670532960978291,1.87914543841971,5395.23817410613,0.999130148143959
"alpha[12,8]",0.06072504922504,0.0146682944982793,0.999680772644888,-1.84737610633079,-0.619867383440473,0.0635884364245828,0.74550945468361,2.02017460540974,4644.76169372614,0.999307213505114
"alpha[12,9]",-0.0803925174321582,0.0132063076813625,0.961983118173981,-1.98171260078451,-0.741066644012497,-0.0775211954925435,0.563453657332555,1.81007564859118,5306.05904955421,0.999510337491572
"alpha[12,10]",-0.0419856166649937,0.0133057980405882,0.995089288699536,-1.95720476637856,-0.731142916104859,-0.0423874184903239,0.640686882710215,1.84058533763662,5592.96688925311,0.999047365542649
"alpha[12,11]",0.0767533673903062,0.0142936506660699,0.977361490339864,-1.89281995875465,-0.574561505180439,0.0712989858082636,0.737010593940239,2.03928864686509,4675.45755339356,0.999214967905676
"alpha[12,12]",0.0378452602464789,0.0108784373319202,0.992121044462963,-1.86006324333061,-0.633636013013709,0.0527629607661743,0.69182364171121,1.98346421178371,8317.56675637525,0.99944953208699
"alpha[12,13]",0.0291353420938628,0.014048678127484,1.01616983089928,-2.00168296184783,-0.660206563421563,0.0363204272904141,0.732124525738374,2.01519733418472,5231.92692095182,0.999516573580854
"alpha[12,14]",0.10494090044724,0.0144553889622826,1.01731214163829,-1.8849960035349,-0.588238485274316,0.118477187395804,0.782996815307764,2.04033486118786,4952.77833833847,0.9998043204539
"alpha[12,15]",0.106150804358156,0.013525334068158,1.01755543774882,-1.8923056114527,-0.562998080537409,0.10803429994744,0.770543930519711,2.15692478089225,5660.04856336825,0.99963620615866
"alpha[12,16]",0.00902910361035537,0.0136838786602985,0.954806788407959,-1.85447004507813,-0.649350160570987,-0.00539405946793392,0.648472030866873,1.87556348091387,4868.69497946124,1.00040176676825
"alpha[12,17]",0.0862706541506882,0.0139388507937553,0.998490329088067,-1.85794365080794,-0.597678666021929,0.0616793644687558,0.786630363906452,2.05762054342768,5131.37539190563,1.00062607404583
"alpha[12,18]",-0.00495145351440948,0.0136628761526703,0.985504963918467,-1.95653047529666,-0.659068285768611,-0.0142739507841773,0.653216042964765,1.95740016292418,5202.75492371867,0.999437819851616
"alpha[12,19]",0.0166850785949241,0.0118617280952016,0.993981016668405,-1.90999164873191,-0.64123844451384,0.0141549678368836,0.688839625699081,1.9118065673976,7021.99072221956,0.999110733345335
"alpha[12,20]",-0.0630871932748942,0.0126513500244412,1.02105167060895,-2.08551474340202,-0.75313992515803,-0.0566020574630807,0.604307075395051,2.02118985317502,6513.60918516055,0.999170416985835
"alpha[12,21]",-0.110246591063289,0.0149020865557857,1.03805451519431,-2.11796424332727,-0.797393336872715,-0.11383189843338,0.600375669803442,1.95113085405375,4852.28342642277,0.999669498443556
"alpha[12,22]",-0.00235444798264814,0.0123912643569012,1.00441479476706,-1.95020524868495,-0.667973863045672,-0.0141575129295309,0.649769378583346,2.04528023139526,6570.44762139002,0.999038307066278
"alpha[12,23]",0.0176361822989932,0.0132930460220866,1.01968621123379,-2.00354911126528,-0.660329058179717,0.00483072561594365,0.713380237683619,2.00033440349254,5884.15462218101,0.999587929479969
"alpha[12,24]",0.00336851661934866,0.013589588423016,1.00504981499376,-1.95055982786343,-0.66072678296477,0.0171378316461265,0.66178982733502,1.97526920647404,5469.68817832692,0.999756058078387
"alpha[12,25]",0.0113171634780988,0.0141488751999648,1.03201042593429,-1.99557756121943,-0.67286504013518,0.0157704583657551,0.716388949495401,2.00131400592408,5320.15564112219,0.999551196629282
"alpha[12,26]",-0.0648329448958385,0.0134779825239395,1.00387247849964,-2.06064594091138,-0.722763625890925,-0.0485152730159292,0.614588856010674,1.86895511854224,5547.62783193492,0.999141492444179
"alpha[12,27]",0.0536965454559731,0.0128586792978929,0.980086965934809,-1.91807709239811,-0.585254678359841,0.0550565233268954,0.693882324153892,2.02913862314525,5809.46978583614,0.999135673469945
"alpha[12,28]",0.110731827608716,0.0136694436203276,0.994042436224531,-1.84405527325798,-0.575764946759565,0.106539568383034,0.774724753646208,2.0558353403856,5288.20367897865,0.999681982391111
"alpha[12,29]",-0.0199568607056858,0.013493764447634,1.00763968134445,-2.06627350392494,-0.680997280847778,-0.0131849480365094,0.6376046529014,1.97470456977712,5576.27616997695,0.999990202967092
"alpha[12,30]",-0.0125375605861066,0.0215217248305801,1.08007016449645,-2.09953009421778,-0.7366795262585,-0.0380654813574837,0.718295736803802,2.15277682212841,2518.54543586173,1.00003761059553
"alpha[12,31]",-0.277659174369157,0.0149732314229337,1.00201878244849,-2.25520383975465,-0.96261321728371,-0.261329201843787,0.409828289270516,1.67927475782921,4478.37699894794,0.999382524719772
